21,Allocated,2026-04-09 08:10:41.563835
100,Occupied,2026-04-09 08:41:27.009998
12,Free,2026-04-09 08:44:33.897091
23,Allocated,2026-04-09 08:44:55.817882
45,Free,2026-04-09 10:05:17.313959
